,Height,Latitude,Longitude,Conf_land,Conf_ocean,Conf_inlandwater,sea_surface,x,y,labels
2677,-3.1488029167322793,-18.648996562933192,-178.52316624954355,4.0,1.0,-1.0,52.10884242657403,-19873107.961702112,-2113654.2147446168,-1
2686,-0.8346262553774295,-18.649238191884624,-178.52319194762788,4.0,1.0,-1.0,52.108493881681625,-19873110.822399773,-2113682.603308479,-1
2687,-0.738639509485779,-18.649250898483064,-178.52319326547084,4.0,1.0,-1.0,52.10847557360148,-19873110.96910138,-2113684.0961856768,-1
2700,-0.5024948891114036,-18.649403318476974,-178.5232090914553,4.0,4.0,-1.0,52.108256124935,-19873112.730841912,-2113702.003766911,-1
2702,-0.5140191615047343,-18.64943507252817,-178.5232123800859,4.0,4.0,-1.0,52.10821044450631,-19873113.096930597,-2113705.734501608,-1
2711,-0.5923587380416393,-18.64950493351054,-178.52321960659455,4.0,4.0,-1.0,52.108109990565936,-19873113.901381858,-2113713.9423635695,-1
2769,-0.7789511285210438,-18.649784549476145,-178.5232484046317,4.0,1.0,-1.0,52.10770856035879,-19873117.10716469,-2113746.794057489,2
2770,-0.7375338411876555,-18.649790911298002,-178.52324905463217,4.0,1.0,-1.0,52.10769943880359,-19873117.17952241,-2113747.54149979,2
2773,-0.6584872609960257,-18.64980363595461,-178.52325035514684,4.0,4.0,-1.0,52.10768119581371,-19873117.324295044,-2113749.036503478,2
2782,-0.5010087417630302,-18.649848167571328,-178.52325491881672,4.0,4.0,-1.0,52.107617368574665,-19873117.832320448,-2113754.268467255,2
2784,-0.7818428019769499,-18.649854507312682,-178.52325559813818,4.0,1.0,-1.0,52.10760828390221,-19873117.90794217,-2113755.0133156246,2
2788,-0.5340559400461871,-18.649867247862865,-178.52325688450657,4.0,4.0,-1.0,52.10759002862278,-19873118.05114004,-2113756.510187187,2
2792,-0.5440197704853063,-18.649873608273797,-178.52325753975995,4.0,4.0,-1.0,52.10758091590424,-19873118.124082517,-2113757.257464084,2
2795,-0.522042024328357,-18.649886333820987,-178.52325884683555,4.0,4.0,-1.0,52.10756268526984,-19873118.269585505,-2113758.7525731334,2
2798,-0.6242218778065762,-18.649911774793832,-178.52326147485806,4.0,4.0,-1.0,52.10752624479028,-19873118.562135633,-2113761.7416024017,2
2800,-0.5503280099027279,-18.649924504092642,-178.5232627780229,4.0,4.0,-1.0,52.10750801507538,-19873118.70720328,-2113763.2371525597,2
2806,-0.5041706487904776,-18.649943597626795,-178.5232647395735,4.0,4.0,-1.0,52.107480675031184,-19873118.925562095,-2113765.480429361,2
2808,-0.6066668043069967,-18.649943589840834,-178.52326474873655,4.0,4.0,-1.0,52.10748068617886,-19873118.92658212,-2113765.479514599,2
2822,-0.5920152009612138,-18.649994507312904,-178.52326999399847,4.0,4.0,-1.0,52.10740780050037,-19873119.510482002,-2113771.4617495527,2
2849,-0.55468685611811,-18.650096383609558,-178.52328050877796,4.0,4.0,-1.0,52.10726207077141,-19873120.680981904,-2113783.431083306,3
2856,-0.6565438959536323,-18.650102744830768,-178.52328117654412,4.0,4.0,-1.0,52.10725297577346,-19873120.755317293,-2113784.17845641,3
2859,-0.7661589236196278,-18.65011547509324,-178.52328250415724,4.0,1.0,-1.0,52.10723477617057,-19873120.903106507,-2113785.67412147,3
2863,-0.5849355343698335,-18.650134597689366,-178.5232844658699,4.0,4.0,-1.0,52.10720744182254,-19873121.12148336,-2113787.920815257,3
2865,-0.6111671514260024,-18.650140964064093,-178.52328512768935,4.0,4.0,-1.0,52.10719834260772,-19873121.195156768,-2113788.6687940084,3
2876,-0.5741296433250227,-18.65016644964726,-178.5232877647855,4.0,4.0,-1.0,52.1071619223012,-19873121.488716967,-2113791.6630689814,3
2878,-0.5372756979836595,-18.650172823802567,-178.5232884220579,4.0,4.0,-1.0,52.1071528145967,-19873121.5618842,-2113792.411962008,3
2879,-0.7131141824817178,-18.65017281070135,-178.52328843780288,4.0,1.0,-1.0,52.10715283331547,-19873121.56363692,-2113792.41042276,3
2895,-0.658962687749522,-18.65021104751848,-178.52329240030312,4.0,4.0,-1.0,52.10709820972397,-19873122.00474043,-2113796.902828117,3
2898,-0.5283908602598331,-18.650230175985865,-178.52329437483493,4.0,4.0,-1.0,52.107070890665454,-19873122.224544305,-2113799.1502129748,3
2899,-0.7513246473499748,-18.650230159306773,-178.52329439479035,4.0,1.0,-1.0,52.10707091448421,-19873122.226765733,-2113799.148253364,3
2907,-0.6402020556320167,-18.650249289444886,-178.52329637298132,4.0,4.0,-1.0,52.10704359777628,-19873122.446976945,-2113801.3958347677,3
2908,-1.0255332408478353,-18.650249260172796,-178.5232964074293,4.0,1.0,-1.0,52.1070436395712,-19873122.450811677,-2113801.39239562,3
2910,-0.631196209134373,-18.650262038190732,-178.5232976985275,4.0,4.0,-1.0,52.10702539595195,-19873122.59453607,-2113802.893672715,3
2911,-0.791164598031628,-18.650262026294932,-178.52329771285378,4.0,1.0,-1.0,52.1070254129354,-19873122.596130863,-2113802.8922750894,3
2912,-0.8090803251966463,-18.650262024933795,-178.52329771445557,4.0,1.0,-1.0,52.10702541487808,-19873122.596309174,-2113802.892115171,3
2915,-0.6742037641982961,-18.650274784353385,-178.52329902960184,4.0,4.0,-1.0,52.107007199920645,-19873122.742710587,-2113804.391207276,3
2916,-0.9219454835662191,-18.650274765533442,-178.52329905174946,4.0,1.0,-1.0,52.10700722678621,-19873122.745176047,-2113804.388996139,3
2917,-1.0310266117202218,-18.650281132034742,-178.52329972540423,4.0,1.0,-1.0,52.10699813895053,-19873122.820166953,-2113805.136990382,3
2922,-1.0274584692259623,-18.65030025841672,-178.5233017181136,4.0,1.0,-1.0,52.106970840234226,-19873123.04199435,-2113807.3841311564,3
2927,-0.8938167697310746,-18.650319397125674,-178.52330370118207,4.0,1.0,-1.0,52.106943528668126,-19873123.26274852,-2113809.632720467,3
2930,-0.6689660968488624,-18.650319414206734,-178.52330368108088,4.0,4.0,-1.0,52.10694350429458,-19873123.260510862,-2113809.6347273057,3
2940,-0.951062977501806,-18.650370203822263,-178.52330881115728,4.0,1.0,-1.0,52.10687104885983,-19873123.831588358,-2113815.6019537505,3
2941,-0.9931429064583881,-18.65037020062555,-178.52330881491915,4.0,1.0,-1.0,52.10687105341913,-19873123.832007125,-2113815.601578172,3
2943,-0.5235695266796938,-18.650383018457354,-178.52331013628677,4.0,4.0,-1.0,52.10685277304037,-19873123.979101095,-2113817.107534034,3
2944,-0.7372135714747401,-18.650383002483608,-178.52331015541168,4.0,1.0,-1.0,52.10685279582049,-19873123.981230073,-2113817.1056572916,3
